# Verdicts of the SHELL git-guard.sh, frozen at the commit that replaced
# it with the Go port. blocked<TAB>command, tabs and newlines escaped.
#
# This is the boundary, not a convenience: once the shell implementation
# is deleted its behaviour is unrecoverable, and a security guard whose
# only spec is its own source can drift in either direction — a hole or a
# false refusal — with nothing to notice. Regenerating this file is not a
# way to make a failing test pass. A row that legitimately changes gets
# edited by hand, in a commit that says why.
allow	true; git -C /tmp branch -a
allow	true; git remote -v
allow	true; git -C /tmp remote -v
allow	true; git config --get user.name
allow	true; git -C /tmp config --get user.name
block	ls | git commit
block	ls | git -C /tmp commit
allow	ls | git worktree list
allow	ls | git -C /tmp worktree list
allow	ls | git log
allow	ls | git -C /tmp log
allow	ls | git branch -a
allow	ls | git -C /tmp branch -a
allow	ls | git remote -v
allow	ls | git -C /tmp remote -v
allow	ls | git config --get user.name
allow	ls | git -C /tmp config --get user.name
block	( git commit
block	( git -C /tmp commit
allow	( git worktree list
allow	( git -C /tmp worktree list
allow	( git log
allow	( git -C /tmp log
allow	( git branch -a
allow	( git -C /tmp branch -a
allow	( git remote -v
allow	( git -C /tmp remote -v
allow	( git config --get user.name
allow	( git -C /tmp config --get user.name
allow	if true; then git commit
allow	if true; then git -C /tmp commit
allow	if true; then git worktree list
allow	if true; then git -C /tmp worktree list
allow	if true; then git log
allow	if true; then git -C /tmp log
allow	if true; then git branch -a
allow	if true; then git -C /tmp branch -a
allow	if true; then git remote -v
allow	if true; then git -C /tmp remote -v
allow	if true; then git config --get user.name
allow	if true; then git -C /tmp config --get user.name
block	GIT commit
block	sudo GIT -C /tmp commit
allow	GIT worktree list
allow	sudo GIT -C /tmp worktree list
allow	GIT log
allow	sudo GIT -C /tmp log
allow	GIT branch -a
allow	sudo GIT -C /tmp branch -a
allow	GIT remote -v
allow	sudo GIT -C /tmp remote -v
allow	GIT config --get user.name
allow	sudo GIT -C /tmp config --get user.name
block	Git commit
block	sudo Git -C /tmp commit
allow	Git worktree list
allow	sudo Git -C /tmp worktree list
allow	Git log
allow	sudo Git -C /tmp log
allow	Git branch -a
allow	sudo Git -C /tmp branch -a
allow	Git remote -v
allow	sudo Git -C /tmp remote -v
allow	Git config --get user.name
allow	sudo Git -C /tmp config --get user.name
block	gIt commit
block	sudo gIt -C /tmp commit
allow	gIt worktree list
allow	sudo gIt -C /tmp worktree list
allow	gIt log
allow	sudo gIt -C /tmp log
allow	gIt branch -a
allow	sudo gIt -C /tmp branch -a
allow	gIt remote -v
allow	sudo gIt -C /tmp remote -v
allow	gIt config --get user.name
allow	sudo gIt -C /tmp config --get user.name
block	git worktree list && git commit -am x
block	git worktree list; git commit
block	git worktree list | grep x && git commit
block	git worktree list && git push -am x
block	git worktree list; git push
block	git worktree list | grep x && git push
block	git worktree list && git reset -am x
block	git worktree list; git reset
block	git worktree list | grep x && git reset
block	git worktree list && git add -am x
block	git worktree list; git add
block	git worktree list | grep x && git add
block	git worktree list && git checkout -am x
block	git worktree list; git checkout
block	git worktree list | grep x && git checkout
block	git worktree list && git tag -am x
block	git worktree list; git tag
block	git worktree list | grep x && git tag
block	git branch -a && git commit -am x
block	git branch -a; git commit
block	git branch -a | grep x && git commit
block	git branch -a && git push -am x
block	git branch -a; git push
block	git branch -a | grep x && git push
block	git branch -a && git reset -am x
block	git branch -a; git reset
block	git branch -a | grep x && git reset
block	git branch -a && git add -am x
block	git branch -a; git add
block	git branch -a | grep x && git add
block	git branch -a && git checkout -am x
block	git branch -a; git checkout
block	git branch -a | grep x && git checkout
block	git branch -a && git tag -am x
block	git branch -a; git tag
block	git branch -a | grep x && git tag
block	git branch -l && git commit -am x
block	git branch -l; git commit
block	git branch -l | grep x && git commit
block	git branch -l && git push -am x
block	git branch -l; git push
block	git branch -l | grep x && git push
block	git branch -l && git reset -am x
block	git branch -l; git reset
block	git branch -l | grep x && git reset
block	git branch -l && git add -am x
block	git branch -l; git add
block	git branch -l | grep x && git add
block	git branch -l && git checkout -am x
block	git branch -l; git checkout
block	git branch -l | grep x && git checkout
block	git branch -l && git tag -am x
block	git branch -l; git tag
block	git branch -l | grep x && git tag
block	git branch -v && git commit -am x
block	git branch -v; git commit
block	git branch -v | grep x && git commit
block	git branch -v && git push -am x
block	git branch -v; git push
block	git branch -v | grep x && git push
block	git branch -v && git reset -am x
block	git branch -v; git reset
block	git branch -v | grep x && git reset
block	git branch -v && git add -am x
block	git branch -v; git add
block	git branch -v | grep x && git add
block	git branch -v && git checkout -am x
block	git branch -v; git checkout
block	git branch -v | grep x && git checkout
block	git branch -v && git tag -am x
block	git branch -v; git tag
block	git branch -v | grep x && git tag
block	git branch -r && git commit -am x
block	git branch -r; git commit
block	git branch -r | grep x && git commit
block	git branch -r && git push -am x
block	git branch -r; git push
block	git branch -r | grep x && git push
block	git branch -r && git reset -am x
block	git branch -r; git reset
block	git branch -r | grep x && git reset
block	git branch -r && git add -am x
block	git branch -r; git add
block	git branch -r | grep x && git add
block	git branch -r && git checkout -am x
block	git branch -r; git checkout
block	git branch -r | grep x && git checkout
block	git branch -r && git tag -am x
block	git branch -r; git tag
block	git branch -r | grep x && git tag
block	git branch --list && git commit -am x
block	git branch --list; git commit
block	git branch --list | grep x && git commit
block	git branch --list && git push -am x
block	git branch --list; git push
block	git branch --list | grep x && git push
block	git branch --list && git reset -am x
block	git branch --list; git reset
block	git branch --list | grep x && git reset
block	git branch --list && git add -am x
block	git branch --list; git add
block	git branch --list | grep x && git add
block	git branch --list && git checkout -am x
block	git branch --list; git checkout
block	git branch --list | grep x && git checkout
block	git branch --list && git tag -am x
block	git branch --list; git tag
block	git branch --list | grep x && git tag
block	git remote -v && git commit -am x
block	git remote -v; git commit
block	git remote -v | grep x && git commit
block	git remote -v && git push -am x
block	git remote -v; git push
block	git remote -v | grep x && git push
block	git remote -v && git reset -am x
block	git remote -v; git reset
block	git remote -v | grep x && git reset
block	git remote -v && git add -am x
block	git remote -v; git add
block	git remote -v | grep x && git add
block	git remote -v && git checkout -am x
block	git remote -v; git checkout
block	git remote -v | grep x && git checkout
block	git remote -v && git tag -am x
block	git remote -v; git tag
block	git remote -v | grep x && git tag
block	git remote --verbose && git commit -am x
block	git remote --verbose; git commit
block	git remote --verbose | grep x && git commit
block	git remote --verbose && git push -am x
block	git remote --verbose; git push
block	git remote --verbose | grep x && git push
block	git remote --verbose && git reset -am x
block	git remote --verbose; git reset
block	git remote --verbose | grep x && git reset
block	git remote --verbose && git add -am x
block	git remote --verbose; git add
block	git remote --verbose | grep x && git add
block	git remote --verbose && git checkout -am x
block	git remote --verbose; git checkout
block	git remote --verbose | grep x && git checkout
block	git remote --verbose && git tag -am x
block	git remote --verbose; git tag
block	git remote --verbose | grep x && git tag
block	git remote show && git commit -am x
block	git remote show; git commit
block	git remote show | grep x && git commit
block	git remote show && git push -am x
block	git remote show; git push
block	git remote show | grep x && git push
block	git remote show && git reset -am x
block	git remote show; git reset
block	git remote show | grep x && git reset
block	git remote show && git add -am x
block	git remote show; git add
block	git remote show | grep x && git add
block	git remote show && git checkout -am x
block	git remote show; git checkout
block	git remote show | grep x && git checkout
block	git remote show && git tag -am x
block	git remote show; git tag
block	git remote show | grep x && git tag
block	git config --get user.name && git commit -am x
block	git config --get user.name; git commit
block	git config --get user.name | grep x && git commit
block	git config --get user.name && git push -am x
block	git config --get user.name; git push
block	git config --get user.name | grep x && git push
block	git config --get user.name && git reset -am x
block	git config --get user.name; git reset
block	git config --get user.name | grep x && git reset
block	git config --get user.name && git add -am x
block	git config --get user.name; git add
block	git config --get user.name | grep x && git add
block	git config --get user.name && git checkout -am x
block	git config --get user.name; git checkout
block	git config --get user.name | grep x && git checkout
block	git config --get user.name && git tag -am x
block	git config --get user.name; git tag
block	git config --get user.name | grep x && git tag
block	git config --get-all user.name && git commit -am x
block	git config --get-all user.name; git commit
block	git config --get-all user.name | grep x && git commit
block	git config --get-all user.name && git push -am x
block	git config --get-all user.name; git push
block	git config --get-all user.name | grep x && git push
block	git config --get-all user.name && git reset -am x
block	git config --get-all user.name; git reset
block	git config --get-all user.name | grep x && git reset
block	git config --get-all user.name && git add -am x
block	git config --get-all user.name; git add
block	git config --get-all user.name | grep x && git add
block	git config --get-all user.name && git checkout -am x
block	git config --get-all user.name; git checkout
block	git config --get-all user.name | grep x && git checkout
block	git config --get-all user.name && git tag -am x
block	git config --get-all user.name; git tag
block	git config --get-all user.name | grep x && git tag
block	git config --list && git commit -am x
block	git config --list; git commit
block	git config --list | grep x && git commit
block	git config --list && git push -am x
block	git config --list; git push
block	git config --list | grep x && git push
block	git config --list && git reset -am x
block	git config --list; git reset
block	git config --list | grep x && git reset
block	git config --list && git add -am x
block	git config --list; git add
block	git config --list | grep x && git add
block	git config --list && git checkout -am x
block	git config --list; git checkout
block	git config --list | grep x && git checkout
block	git config --list && git tag -am x
block	git config --list; git tag
block	git config --list | grep x && git tag
block	git config -l && git commit -am x
block	git config -l; git commit
block	git config -l | grep x && git commit
block	git config -l && git push -am x
block	git config -l; git push
block	git config -l | grep x && git push
block	git config -l && git reset -am x
block	git config -l; git reset
block	git config -l | grep x && git reset
block	git config -l && git add -am x
block	git config -l; git add
block	git config -l | grep x && git add
block	git config -l && git checkout -am x
block	git config -l; git checkout
block	git config -l | grep x && git checkout
block	git config -l && git tag -am x
block	git config -l; git tag
block	git config -l | grep x && git tag
allow	echo commit
allow	cat gitconfig
allow	grep -r 'git push' docs/
allow	python3 -c 'print("git commit")'
allow	./scripts/gitless.sh
allow	digit-tag
allow	legitimate
allow	git-crypt unlock
allow	gitk
allow	npm run git:status
allow	make git-hooks
allow	echo 'git add' > note.txt
allow	gh pr list
allow	gh pr view 1
allow	gh api /repos/x/y
allow	gh api -X GET /x
allow	gh repo view
allow	gh workflow list
allow	gh run list
allow	gitgit commit
allow	notgit commit
allow	legit commit
block	gh pr create
block	gh pr merge 1
block	gh pr close 1
block	gh pr edit 1
block	gh pr ready 1
block	gh pr review 1
block	gh repo create x
block	gh repo delete x
block	gh repo edit
block	gh repo fork
block	gh repo sync
block	gh release create v1
block	gh release upload
block	gh workflow run ci.yml
block	gh api -X POST /x
block	gh api -XPOST /x
block	gh api -X PATCH /x
block	gh api -X PUT /x
block	gh api -X DELETE /x
allow	sudo gh pr create
block	( gh pr merge 1 )
block	true; gh release create v2
block	git   commit   -am x
block	git\tcommit -am x
block	  git commit
allow	git -C '/tmp/with space' commit
block	git -C "/tmp/x" commit
block	git commit -m 'git worktree list'
block	git worktree add ../wt
block	git worktree remove ../wt
block	git worktree prune
block	git branch new-branch
block	git branch -d old
block	git remote add origin x
block	git remote set-url origin x
block	git config user.name x
block	git config --global user.name x
allow	
allow	 
allow	\t
allow	git
allow	git 
